1583878654 $GPGGA,221734,3905.08643,N,08632.97879,W,1,8,0.9,212.3,M,46.9,M,0,2*6A
1583878654 $GPRMC,221734,A,3905.08643,N,08632.97879,W,0.00,0.00,100320,003.1,W*74
1583878656 $GPGGA,221734,3905.08643,N,08632.97879,W,1,8,0.9,212.3,M,46.9,M,0,2*6A
1583878656 $GPRMC,221734,A,3905.08643,N,08632.97879,W,0.00,0.00,100320,003.1,W*74
1583878658 $GPGGA,221739,3904.68324,N,08633.36414,W,1,8,0.9,255.1,M,46.9,M,0,2*68
1583878658 $GPRMC,221739,A,3904.68324,N,08633.36414,W,0.00,0.00,100320,003.1,W*77
1583878660 $GPGGA,221741,3904.68324,N,08633.36414,W,1,8,0.9,239.1,M,46.9,M,0,2*6D
1583878660 $GPRMC,221741,A,3904.68324,N,08633.36414,W,0.00,0.00,100320,003.1,W*78
